loss,greedy_rewards,sample_rewards,margin,positive_reward,negative_reward
0.6931471824645996,[-75.59227],[-338.37592],0.0,0.0,0.0
0.6393520832061768,[-709.9587],[-98.6403],1.119481644127518,1.1234245300292969,0.003942885901778936
0.5983681678771973,[-622.64294],[-508.73892],2.051471413113177,2.050363540649414,-0.0011078724637627602
0.5461100935935974,[-586.2638],[-475.8815],3.3340305984020233,3.354590892791748,0.02056029438972473
0.5488877296447754,[-367.98532],[-532.77985],3.295352297835052,3.2950313091278076,-0.0003209887072443962
0.4980546832084656,[-387.44196],[-512.6903],4.721425184980035,4.752402305603027,0.030977120622992516
0.4752323031425476,[-102.10044],[-346.62732],5.365419212728739,5.420108318328857,0.05468910560011864
0.45398157835006714,[-159.54448],[-417.3376],5.985912531614304,6.059361457824707,0.07344892621040344
0.4073082208633423,[-148.76303],[-172.1318],7.454478368163109,7.571390151977539,0.11691178381443024
0.39558014273643494,[-65.59965],[-369.52557],7.94662419706583,8.01353931427002,0.0669151172041893
0.39737066626548767,[-162.85873],[-388.53223],7.933615878224373,8.02448844909668,0.09087257087230682
0.43675917387008667,[317.57288],[-483.04004],6.904488459229469,7.044528484344482,0.14004002511501312
0.38042473793029785,[-89.57319],[-459.61978],8.83652712404728,8.906652450561523,0.07012532651424408
0.38805410265922546,[321.8779],[-534.4301],8.649345267564058,8.711651802062988,0.06230653449892998
0.30851978063583374,[203.8635],[-426.2501],11.369989961385727,11.551810264587402,0.18182030320167542
0.3771390914916992,[112.70811],[-179.97418],9.110967546701431,9.38890552520752,0.27793797850608826
0.3395337462425232,[160.62894],[-306.0143],10.69716215133667,11.071066856384277,0.3739047050476074
0.34166115522384644,[336.54535],[-393.5301],10.519891798496246,10.83240795135498,0.31251615285873413
0.311245322227478,[296.96652],[-424.91196],11.330814599990845,11.640449523925781,0.3096349239349365
0.31912174820899963,[335.8544],[-394.9757],11.465664699673653,11.71057415008545,0.24490945041179657
0.3111306428909302,[329.54132],[-229.35117],11.9204560816288,12.276823043823242,0.35636696219444275
0.3202892541885376,[334.92795],[-110.27956],11.718053579330444,12.119474411010742,0.40142083168029785
0.3265646696090698,[337.68024],[-257.9],11.646829903125763,12.028544425964355,0.38171452283859253
0.34031766653060913,[332.31177],[-225.28394],11.115214824676514,11.777168273925781,0.6619534492492676
0.3057624101638794,[344.34937],[-494.22598],12.383059680461884,12.909656524658203,0.5265968441963196
0.3107817471027374,[334.418],[-479.06592],12.401588439941406,13.169856071472168,0.7682676315307617
0.35034629702568054,[418.85132],[-516.9118],11.155542492866516,11.93159294128418,0.7760504484176636
0.29964154958724976,[629.36786],[-466.99146],13.199006378650665,13.987131118774414,0.7881247401237488
0.32367491722106934,[332.8628],[-426.84723],12.466147541999817,13.274130821228027,0.8079832792282104
0.31366047263145447,[330.91187],[-425.25742],12.408777356147766,13.21308708190918,0.8043097257614136
0.26496416330337524,[319.98346],[-276.03867],14.6542689204216,15.320150375366211,0.6658814549446106
0.2914407253265381,[747.4118],[-251.68318],13.28142786026001,14.026698112487793,0.7452702522277832
0.3017997741699219,[328.95886],[-261.9354],13.026939511299133,13.708815574645996,0.6818760633468628
0.3364582657814026,[320.20248],[-287.04172],12.239341139793396,13.320490837097168,1.081149697303772
0.33154377341270447,[310.7992],[-429.65118],12.254804909229279,13.1112060546875,0.8564011454582214
0.30951768159866333,[329.12543],[-159.96465],13.09175968170166,14.098963737487793,1.0072040557861328
0.3305988609790802,[350.14243],[-127.19161],12.199684739112854,12.781813621520996,0.5821288824081421
0.3134605586528778,[337.13043],[-415.71002],13.071181774139404,14.943601608276367,1.872419834136963
0.3046603202819824,[316.6587],[-320.40512],13.047624945640564,14.233195304870605,1.1855703592300415
0.2885260283946991,[334.79236],[-266.39594],13.717361211776733,14.748457908630371,1.0310966968536377
0.31670793890953064,[306.42636],[-308.5957],13.076115846633911,14.56013011932373,1.4840142726898193
0.31127363443374634,[309.49097],[-388.11957],13.219909429550171,14.197310447692871,0.9774010181427002
0.32134902477264404,[316.36246],[-228.67502],12.429476380348206,13.528094291687012,1.0986179113388062
0.3042271137237549,[328.883],[-220.48593],13.702698707580566,15.460272789001465,1.7575740814208984
0.2516583204269409,[309.48126],[-311.6161],15.151849746704102,17.02057647705078,1.8687267303466797
0.3483601212501526,[369.43808],[-344.7057],11.793159127235413,13.173693656921387,1.3805345296859741
0.31888023018836975,[349.84766],[-451.07236],13.358111023902893,15.137380599975586,1.7792695760726929
0.34302663803100586,[325.25],[-283.04865],12.121827602386475,13.352346420288086,1.2305188179016113
0.2767585217952728,[464.69962],[-459.36963],14.324074268341064,16.018936157226562,1.694861888885498
0.31112781167030334,[312.63272],[-316.7639],12.895573854446411,14.601092338562012,1.7055184841156006
0.3504871726036072,[395.05704],[-247.6237],12.999256610870361,15.979358673095703,2.980102062225342
0.29441529512405396,[357.8038],[-350.00323],14.23520565032959,15.584312438964844,1.349106788635254
0.30402445793151855,[378.7184],[-218.72806],13.627922177314758,15.390803337097168,1.7628811597824097
0.28420087695121765,[372.62656],[-404.76776],14.020257115364075,15.344192504882812,1.3239353895187378
0.31148698925971985,[374.31924],[-268.17538],13.571060299873352,15.109354972839355,1.5382946729660034
0.31025028228759766,[379.16776],[-83.31248],13.274354934692383,15.081404685974121,1.8070497512817383
0.3279247283935547,[369.6801],[-431.88394],13.040665864944458,14.451553344726562,1.4108874797821045
0.30524107813835144,[363.9475],[-394.6412],13.983435153961182,15.430990219116211,1.4475550651550293
0.3247159719467163,[418.833],[-366.6828],12.915465831756592,14.912188529968262,1.99672269821167
0.30229681730270386,[362.94623],[-301.09625],13.464521646499634,14.604701042175293,1.1401793956756592
0.30442705750465393,[351.82452],[-367.49866],13.90848696231842,15.79766845703125,1.8891814947128296
0.3013931214809418,[369.6705],[-259.50027],13.513455390930176,14.664375305175781,1.1509199142456055
0.31275010108947754,[359.07523],[-175.77295],13.810717105865479,15.83100414276123,2.020287036895752
0.3417806327342987,[383.85913],[-398.55814],14.331670045852661,17.384693145751953,3.053023099899292
0.37587541341781616,[346.27695],[-186.48262],11.356443643569946,14.1395902633667,2.783146619796753
0.2921281158924103,[342.84958],[-349.45642],14.58743953704834,16.934051513671875,2.346611976623535
0.3188813626766205,[414.379],[-358.1556],13.014343500137329,14.757072448730469,1.7427289485931396
0.2708068788051605,[409.77798],[-136.25845],14.531620144844055,16.294519424438477,1.7628992795944214
0.2506982982158661,[351.40387],[-312.4756],15.526623725891113,18.04475212097168,2.5181283950805664
0.3079894185066223,[401.72894],[-164.2699],14.369495391845703,17.124858856201172,2.7553634643554688
0.31940528750419617,[399.9234],[-258.7171],13.155425071716309,15.182326316833496,2.0269012451171875
0.29208338260650635,[464.5782],[-404.03033],14.054316520690918,16.072599411010742,2.018282890319824
0.3009721040725708,[301.22824],[-319.69733],14.190382719039917,16.83169174194336,2.6413090229034424
0.30120643973350525,[708.0703],[-172.26773],14.014790058135986,16.703998565673828,2.689208507537842
0.2631930708885193,[331.09277],[-76.06322],14.772847414016724,16.42171287536621,1.6488654613494873
0.28397321701049805,[360.1992],[-231.40373],15.124356508255005,17.351825714111328,2.2274692058563232
0.3261052966117859,[449.8355],[-375.22794],13.247466802597046,14.959136962890625,1.711670160293579
0.348281592130661,[408.48358],[-273.11246],12.886863231658936,14.991415023803711,2.1045517921447754
0.2987859845161438,[446.81244],[-30.351908],14.469969987869263,16.563369750976562,2.0933997631073
0.2964652180671692,[677.3814],[-292.1397],13.810667634010315,15.750155448913574,1.9394878149032593
0.3315032124519348,[406.6623],[-98.98086],12.972331285476685,15.142985343933105,2.170654058456421
0.30632588267326355,[744.3764],[-303.07526],14.073348045349121,16.306602478027344,2.2332544326782227
0.3595089912414551,[393.3194],[-196.27876],12.415893077850342,14.783858299255371,2.3679652214050293
0.3528931736946106,[438.56976],[-352.12604],14.290356159210205,17.05237579345703,2.762019634246826
0.3115371763706207,[827.0765],[-58.100616],13.593907594680786,16.183103561401367,2.589195966720581
0.3323480188846588,[373.69656],[-92.42062],13.11553955078125,15.696744918823242,2.581205368041992
0.32735228538513184,[365.98053],[-82.91247],13.00094985961914,14.833067893981934,1.832118034362793
0.343925416469574,[663.5436],[-291.5593],12.431817054748535,14.485494613647461,2.053677558898926
0.29416173696517944,[187.52701],[15.229204],14.336124658584595,15.984026908874512,1.647902250289917
0.29845666885375977,[702.20886],[-27.797033],13.742011070251465,16.290027618408203,2.5480165481567383
